,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
191583,Mumbai Indians,Rajasthan Royals,Navi Mumbai,147,119,2,159,72.0,7.41,1
191584,Mumbai Indians,Rajasthan Royals,Navi Mumbai,146,118,1,159,39.0,7.42,1
191585,Mumbai Indians,Rajasthan Royals,Navi Mumbai,146,117,0,159,26.0,7.49,1
191828,Delhi Capitals,Lucknow Super Giants,Mumbai,196,125,9,196,-0.0,9.41,0
191829,Delhi Capitals,Lucknow Super Giants,Mumbai,196,124,8,196,-0.0,9.48,0
191830,Delhi Capitals,Lucknow Super Giants,Mumbai,196,123,7,196,-0.0,9.56,0
191831,Delhi Capitals,Lucknow Super Giants,Mumbai,196,122,6,196,-0.0,9.64,0
191834,Delhi Capitals,Lucknow Super Giants,Mumbai,191,119,3,196,30.0,9.63,0
191835,Delhi Capitals,Lucknow Super Giants,Mumbai,191,118,2,196,15.0,9.71,0
191836,Delhi Capitals,Lucknow Super Giants,Mumbai,191,117,1,196,10.0,9.79,0
191837,Delhi Capitals,Lucknow Super Giants,Mumbai,187,116,0,196,13.5,9.67,0
192074,Sunrisers Hyderabad,Chennai Super Kings,Pune,203,125,9,203,-0.0,9.74,0
192075,Sunrisers Hyderabad,Chennai Super Kings,Pune,203,124,8,203,-0.0,9.82,0
192080,Sunrisers Hyderabad,Chennai Super Kings,Pune,193,119,3,203,60.0,9.73,0
192081,Sunrisers Hyderabad,Chennai Super Kings,Pune,189,118,2,203,42.0,9.61,0
192082,Sunrisers Hyderabad,Chennai Super Kings,Pune,188,117,1,203,30.0,9.64,0
192083,Sunrisers Hyderabad,Chennai Super Kings,Pune,186,116,0,203,25.5,9.62,0
192330,Kolkata Knight Riders,Rajasthan Royals,Mumbai,147,119,3,153,36.0,7.41,1
192331,Kolkata Knight Riders,Rajasthan Royals,Mumbai,147,119,2,153,36.0,7.41,1
192332,Kolkata Knight Riders,Rajasthan Royals,Mumbai,143,118,1,153,30.0,7.27,1
192333,Kolkata Knight Riders,Rajasthan Royals,Mumbai,143,117,0,153,20.0,7.33,1
192577,Punjab Kings,Gujarat Titans,Navi Mumbai,144,125,9,144,-0.0,6.91,1
192578,Punjab Kings,Gujarat Titans,Navi Mumbai,144,124,8,144,-0.0,6.97,1
192579,Punjab Kings,Gujarat Titans,Navi Mumbai,144,123,7,144,-0.0,7.02,1
192583,Punjab Kings,Gujarat Titans,Navi Mumbai,138,119,3,144,36.0,6.96,1
192584,Punjab Kings,Gujarat Titans,Navi Mumbai,134,118,2,144,30.0,6.81,1
192585,Punjab Kings,Gujarat Titans,Navi Mumbai,134,117,1,144,20.0,6.87,1
192586,Punjab Kings,Gujarat Titans,Navi Mumbai,134,116,0,144,15.0,6.93,1
192804,Chennai Super Kings,Royal Challengers Bangalore,Pune,174,125,9,174,-0.0,8.35,0
192810,Chennai Super Kings,Royal Challengers Bangalore,Pune,164,119,3,174,60.0,8.27,0
192811,Chennai Super Kings,Royal Challengers Bangalore,Pune,163,118,2,174,33.0,8.29,0
192812,Chennai Super Kings,Royal Challengers Bangalore,Pune,163,117,1,174,22.0,8.36,0
192813,Chennai Super Kings,Royal Challengers Bangalore,Pune,163,116,0,174,16.5,8.43,0
193051,Sunrisers Hyderabad,Delhi Capitals,Mumbai,208,125,9,208,-0.0,9.98,0
193057,Sunrisers Hyderabad,Delhi Capitals,Mumbai,204,119,3,208,24.0,10.29,0
193058,Sunrisers Hyderabad,Delhi Capitals,Mumbai,204,119,2,208,24.0,10.29,0
193059,Sunrisers Hyderabad,Delhi Capitals,Mumbai,200,118,1,208,24.0,10.17,0
193060,Sunrisers Hyderabad,Delhi Capitals,Mumbai,200,117,0,208,16.0,10.26,0
193302,Gujarat Titans,Mumbai Indians,Mumbai,178,125,9,178,-0.0,8.54,0
193303,Gujarat Titans,Mumbai Indians,Mumbai,178,124,8,178,-0.0,8.61,0
193304,Gujarat Titans,Mumbai Indians,Mumbai,178,123,7,178,-0.0,8.68,0
193305,Gujarat Titans,Mumbai Indians,Mumbai,178,122,6,178,-0.0,8.75,0
193308,Gujarat Titans,Mumbai Indians,Mumbai,173,119,3,178,30.0,8.72,0
193309,Gujarat Titans,Mumbai Indians,Mumbai,173,118,2,178,15.0,8.8,0
193310,Gujarat Titans,Mumbai Indians,Mumbai,173,117,1,178,10.0,8.87,0
193311,Gujarat Titans,Mumbai Indians,Mumbai,167,116,0,178,16.5,8.64,0
193554,Rajasthan Royals,Punjab Kings,Mumbai,190,125,9,190,-0.0,9.12,1
193555,Rajasthan Royals,Punjab Kings,Mumbai,190,124,8,190,-0.0,9.19,1
193560,Rajasthan Royals,Punjab Kings,Mumbai,175,119,3,190,90.0,8.82,1
193561,Rajasthan Royals,Punjab Kings,Mumbai,174,118,2,190,48.0,8.85,1
193562,Rajasthan Royals,Punjab Kings,Mumbai,174,117,1,190,32.0,8.92,1
193563,Rajasthan Royals,Punjab Kings,Mumbai,170,116,0,190,30.0,8.79,1
193800,Kolkata Knight Riders,Lucknow Super Giants,Pune,177,125,9,177,-0.0,8.5,0
193801,Kolkata Knight Riders,Lucknow Super Giants,Pune,177,124,8,177,-0.0,8.56,0
193802,Kolkata Knight Riders,Lucknow Super Giants,Pune,177,123,7,177,-0.0,8.63,0
193803,Kolkata Knight Riders,Lucknow Super Giants,Pune,177,122,6,177,-0.0,8.7,0
193804,Kolkata Knight Riders,Lucknow Super Giants,Pune,177,121,5,177,-0.0,8.78,0
193806,Kolkata Knight Riders,Lucknow Super Giants,Pune,177,119,3,177,0.0,8.92,0
193807,Kolkata Knight Riders,Lucknow Super Giants,Pune,177,118,2,177,0.0,9.0,0
193808,Kolkata Knight Riders,Lucknow Super Giants,Pune,175,117,1,177,4.0,8.97,0
193809,Kolkata Knight Riders,Lucknow Super Giants,Pune,175,116,0,177,3.0,9.05,0
194015,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,193,125,9,193,-0.0,9.26,0
194016,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,193,124,8,193,-0.0,9.34,0
194021,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,191,119,3,193,12.0,9.63,0
194022,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,191,118,2,193,6.0,9.71,0
194023,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,191,117,1,193,4.0,9.79,0
194024,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,191,116,0,193,3.0,9.88,0
194266,Delhi Capitals,Chennai Super Kings,Navi Mumbai,209,125,9,209,-0.0,10.03,0
194267,Delhi Capitals,Chennai Super Kings,Navi Mumbai,209,124,8,209,-0.0,10.11,0
194268,Delhi Capitals,Chennai Super Kings,Navi Mumbai,209,123,7,209,-0.0,10.2,0
194269,Delhi Capitals,Chennai Super Kings,Navi Mumbai,209,122,6,209,-0.0,10.28,0
194272,Delhi Capitals,Chennai Super Kings,Navi Mumbai,197,119,3,209,72.0,9.93,0
194273,Delhi Capitals,Chennai Super Kings,Navi Mumbai,193,118,2,209,48.0,9.81,0
194274,Delhi Capitals,Chennai Super Kings,Navi Mumbai,193,117,1,209,32.0,9.9,0
194275,Delhi Capitals,Chennai Super Kings,Navi Mumbai,193,116,0,209,24.0,9.98,0
194500,Mumbai Indians,Kolkata Knight Riders,Navi Mumbai,166,125,9,166,-0.0,7.97,0
194506,Mumbai Indians,Kolkata Knight Riders,Navi Mumbai,164,119,3,166,12.0,8.27,0
194507,Mumbai Indians,Kolkata Knight Riders,Navi Mumbai,160,118,2,166,18.0,8.14,0
194508,Mumbai Indians,Kolkata Knight Riders,Navi Mumbai,160,117,1,166,12.0,8.21,0
194509,Mumbai Indians,Kolkata Knight Riders,Navi Mumbai,160,116,0,166,9.0,8.28,0
194733,Lucknow Super Giants,Gujarat Titans,Pune,145,125,9,145,-0.0,6.96,0
194739,Lucknow Super Giants,Gujarat Titans,Pune,142,119,3,145,18.0,7.16,0
194740,Lucknow Super Giants,Gujarat Titans,Pune,140,118,2,145,15.0,7.12,0
194741,Lucknow Super Giants,Gujarat Titans,Pune,140,117,1,145,10.0,7.18,0
194742,Lucknow Super Giants,Gujarat Titans,Pune,140,116,0,145,7.5,7.24,0
194944,Delhi Capitals,Rajasthan Royals,Navi Mumbai,161,125,9,161,-0.0,7.73,1
194945,Delhi Capitals,Rajasthan Royals,Navi Mumbai,161,124,8,161,-0.0,7.79,1
194946,Delhi Capitals,Rajasthan Royals,Navi Mumbai,161,123,7,161,-0.0,7.85,1
194950,Delhi Capitals,Rajasthan Royals,Navi Mumbai,160,119,3,161,6.0,8.07,1
194951,Delhi Capitals,Rajasthan Royals,Navi Mumbai,160,118,2,161,3.0,8.14,1
194952,Delhi Capitals,Rajasthan Royals,Navi Mumbai,160,117,1,161,2.0,8.21,1
194953,Delhi Capitals,Rajasthan Royals,Navi Mumbai,160,116,0,161,1.5,8.28,1
195162,Mumbai Indians,Chennai Super Kings,Mumbai,98,125,9,98,-0.0,4.7,1
195168,Mumbai Indians,Chennai Super Kings,Mumbai,92,119,3,98,36.0,4.64,1
195169,Mumbai Indians,Chennai Super Kings,Mumbai,92,118,2,98,18.0,4.68,1
195170,Mumbai Indians,Chennai Super Kings,Mumbai,92,117,1,98,12.0,4.72,1
195171,Mumbai Indians,Chennai Super Kings,Mumbai,88,116,0,98,15.0,4.55,1
195386,Royal Challengers Bangalore,Punjab Kings,Mumbai,203,119,3,210,42.0,10.24,0
195387,Royal Challengers Bangalore,Punjab Kings,Mumbai,202,119,2,210,48.0,10.18,0
195388,Royal Challengers Bangalore,Punjab Kings,Mumbai,202,118,1,210,24.0,10.27,0
195389,Royal Challengers Bangalore,Punjab Kings,Mumbai,198,117,0,210,24.0,10.15,0
195636,Sunrisers Hyderabad,Kolkata Knight Riders,Pune,178,125,9,178,-0.0,8.54,0
195637,Sunrisers Hyderabad,Kolkata Knight Riders,Pune,178,124,8,178,-0.0,8.61,0
195642,Sunrisers Hyderabad,Kolkata Knight Riders,Pune,173,119,3,178,30.0,8.72,0
195643,Sunrisers Hyderabad,Kolkata Knight Riders,Pune,173,118,2,178,15.0,8.8,0
195644,Sunrisers Hyderabad,Kolkata Knight Riders,Pune,172,117,1,178,12.0,8.82,0
195645,Sunrisers Hyderabad,Kolkata Knight Riders,Pune,171,116,0,178,10.5,8.84,0
195884,Gujarat Titans,Chennai Super Kings,Mumbai,134,125,9,134,-0.0,6.43,1
195890,Gujarat Titans,Chennai Super Kings,Mumbai,122,119,3,134,72.0,6.15,1
195891,Gujarat Titans,Chennai Super Kings,Mumbai,121,118,2,134,39.0,6.15,1
195892,Gujarat Titans,Chennai Super Kings,Mumbai,117,117,1,134,34.0,6.0,1
195893,Gujarat Titans,Chennai Super Kings,Mumbai,117,116,0,134,25.5,6.05,1
196132,Lucknow Super Giants,Rajasthan Royals,Mumbai,172,119,3,179,42.0,8.67,0
196133,Lucknow Super Giants,Rajasthan Royals,Mumbai,172,118,2,179,21.0,8.75,0
196134,Lucknow Super Giants,Rajasthan Royals,Mumbai,171,117,1,179,16.0,8.77,0
196135,Lucknow Super Giants,Rajasthan Royals,Mumbai,170,116,0,179,13.5,8.79,0
196377,Punjab Kings,Delhi Capitals,Navi Mumbai,160,125,9,160,-0.0,7.68,0
196383,Punjab Kings,Delhi Capitals,Navi Mumbai,153,119,3,160,42.0,7.71,0
196384,Punjab Kings,Delhi Capitals,Navi Mumbai,149,118,2,160,33.0,7.58,0
196385,Punjab Kings,Delhi Capitals,Navi Mumbai,148,117,1,160,24.0,7.59,0
196386,Punjab Kings,Delhi Capitals,Navi Mumbai,148,116,0,160,18.0,7.66,0
196634,Mumbai Indians,Sunrisers Hyderabad,Mumbai,192,119,3,194,12.0,9.68,0
196635,Mumbai Indians,Sunrisers Hyderabad,Mumbai,191,119,2,194,18.0,9.63,0
196636,Mumbai Indians,Sunrisers Hyderabad,Mumbai,190,118,1,194,12.0,9.66,0
196637,Mumbai Indians,Sunrisers Hyderabad,Mumbai,190,117,0,194,8.0,9.74,0
196880,Kolkata Knight Riders,Lucknow Super Giants,Navi Mumbai,211,125,9,211,-0.0,10.13,0
196881,Kolkata Knight Riders,Lucknow Super Giants,Navi Mumbai,211,124,8,211,-0.0,10.21,0
196882,Kolkata Knight Riders,Lucknow Super Giants,Navi Mumbai,211,123,7,211,-0.0,10.29,0
196883,Kolkata Knight Riders,Lucknow Super Giants,Navi Mumbai,211,122,6,211,-0.0,10.38,0
196886,Kolkata Knight Riders,Lucknow Super Giants,Navi Mumbai,207,119,3,211,24.0,10.44,0
196887,Kolkata Knight Riders,Lucknow Super Giants,Navi Mumbai,207,118,2,211,12.0,10.53,0
196888,Kolkata Knight Riders,Lucknow Super Giants,Navi Mumbai,203,117,1,211,16.0,10.41,0
196889,Kolkata Knight Riders,Lucknow Super Giants,Navi Mumbai,203,116,0,211,12.0,10.5,0
197135,Royal Challengers Bangalore,Gujarat Titans,Mumbai,163,119,3,169,36.0,8.22,1
197136,Royal Challengers Bangalore,Gujarat Titans,Mumbai,163,118,2,169,18.0,8.29,1
197137,Royal Challengers Bangalore,Gujarat Titans,Mumbai,162,117,1,169,14.0,8.31,1
197138,Royal Challengers Bangalore,Gujarat Titans,Mumbai,162,116,0,169,10.5,8.38,1
197375,Rajasthan Royals,Chennai Super Kings,Mumbai,136,119,3,151,90.0,6.86,1
197376,Rajasthan Royals,Chennai Super Kings,Mumbai,135,118,2,151,48.0,6.86,1
197377,Rajasthan Royals,Chennai Super Kings,Mumbai,135,117,1,151,32.0,6.92,1
197378,Rajasthan Royals,Chennai Super Kings,Mumbai,135,116,0,151,24.0,6.98,1
197619,Mumbai Indians,Delhi Capitals,Mumbai,160,125,9,160,-0.0,7.68,1
197620,Mumbai Indians,Delhi Capitals,Mumbai,160,124,8,160,-0.0,7.74,1
197621,Mumbai Indians,Delhi Capitals,Mumbai,160,123,7,160,-0.0,7.8,1
197625,Mumbai Indians,Delhi Capitals,Mumbai,155,119,3,160,30.0,7.82,1
197626,Mumbai Indians,Delhi Capitals,Mumbai,155,118,2,160,15.0,7.88,1
197627,Mumbai Indians,Delhi Capitals,Mumbai,151,117,1,160,18.0,7.74,1
197628,Mumbai Indians,Delhi Capitals,Mumbai,151,116,0,160,13.5,7.81,1
197863,Punjab Kings,Sunrisers Hyderabad,Mumbai,158,125,9,158,-0.0,7.58,1
197869,Punjab Kings,Sunrisers Hyderabad,Mumbai,145,119,3,158,78.0,7.31,1
197870,Punjab Kings,Sunrisers Hyderabad,Mumbai,141,118,2,158,51.0,7.17,1
197871,Punjab Kings,Sunrisers Hyderabad,Mumbai,141,117,1,158,34.0,7.23,1
197872,Punjab Kings,Sunrisers Hyderabad,Mumbai,137,116,0,158,31.5,7.09,1
198085,Gujarat Titans,Rajasthan Royals,Kolkata,189,125,9,189,-0.0,9.07,1
198086,Gujarat Titans,Rajasthan Royals,Kolkata,189,124,8,189,-0.0,9.15,1
198087,Gujarat Titans,Rajasthan Royals,Kolkata,189,123,7,189,-0.0,9.22,1
198091,Gujarat Titans,Rajasthan Royals,Kolkata,185,119,3,189,24.0,9.33,1
198092,Gujarat Titans,Rajasthan Royals,Kolkata,181,118,2,189,24.0,9.2,1
198093,Gujarat Titans,Rajasthan Royals,Kolkata,180,117,1,189,18.0,9.23,1
198094,Gujarat Titans,Rajasthan Royals,Kolkata,180,116,0,189,13.5,9.31,1
198336,Lucknow Super Giants,Royal Challengers Bangalore,Kolkata,208,125,9,208,-0.0,9.98,0
198337,Lucknow Super Giants,Royal Challengers Bangalore,Kolkata,208,124,8,208,-0.0,10.06,0
198342,Lucknow Super Giants,Royal Challengers Bangalore,Kolkata,200,119,3,208,48.0,10.08,0
198343,Lucknow Super Giants,Royal Challengers Bangalore,Kolkata,197,118,2,208,33.0,10.02,0
198344,Lucknow Super Giants,Royal Challengers Bangalore,Kolkata,196,117,1,208,24.0,10.05,0
198345,Lucknow Super Giants,Royal Challengers Bangalore,Kolkata,196,116,0,208,18.0,10.14,0
198593,Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,158,125,9,158,-0.0,7.58,1
198594,Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,158,124,8,158,-0.0,7.65,1
198599,Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,142,119,3,158,96.0,7.16,1
198600,Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,138,118,2,158,60.0,7.02,1
198601,Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,138,117,1,158,40.0,7.08,1
198602,Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,138,116,0,158,30.0,7.14,1
198822,Gujarat Titans,Rajasthan Royals,Ahmedabad,131,125,9,131,-0.0,6.29,1
198823,Gujarat Titans,Rajasthan Royals,Ahmedabad,131,124,8,131,-0.0,6.34,1
198828,Gujarat Titans,Rajasthan Royals,Ahmedabad,126,119,3,131,30.0,6.35,1
198829,Gujarat Titans,Rajasthan Royals,Ahmedabad,122,118,2,131,27.0,6.2,1
198830,Gujarat Titans,Rajasthan Royals,Ahmedabad,122,117,1,131,18.0,6.26,1
198831,Gujarat Titans,Rajasthan Royals,Ahmedabad,122,116,0,131,13.5,6.31,1
199056,Gujarat Titans,Chennai Super Kings,Ahmedabad,179,125,9,179,-0.0,8.59,1
199057,Gujarat Titans,Chennai Super Kings,Ahmedabad,179,124,8,179,-0.0,8.66,1
199058,Gujarat Titans,Chennai Super Kings,Ahmedabad,179,123,7,179,-0.0,8.73,1
199062,Gujarat Titans,Chennai Super Kings,Ahmedabad,170,119,3,179,54.0,8.57,1
199063,Gujarat Titans,Chennai Super Kings,Ahmedabad,166,118,2,179,39.0,8.44,1
199064,Gujarat Titans,Chennai Super Kings,Ahmedabad,165,117,1,179,28.0,8.46,1
199065,Gujarat Titans,Chennai Super Kings,Ahmedabad,165,116,0,179,21.0,8.53,1
199301,Kolkata Knight Riders,Punjab Kings,Chandigarh,192,125,9,192,-0.0,9.22,0
199307,Kolkata Knight Riders,Punjab Kings,Chandigarh,179,119,3,192,78.0,9.03,0
199308,Kolkata Knight Riders,Punjab Kings,Chandigarh,179,118,2,192,39.0,9.1,0
199309,Kolkata Knight Riders,Punjab Kings,Chandigarh,175,117,1,192,34.0,8.97,0
199310,Kolkata Knight Riders,Punjab Kings,Chandigarh,175,116,0,192,25.5,9.05,0
199531,Delhi Capitals,Lucknow Super Giants,Lucknow,187,119,3,194,42.0,9.43,0
199532,Delhi Capitals,Lucknow Super Giants,Lucknow,186,119,2,194,48.0,9.38,0
199533,Delhi Capitals,Lucknow Super Giants,Lucknow,185,118,1,194,27.0,9.41,0
199534,Delhi Capitals,Lucknow Super Giants,Lucknow,181,117,0,194,26.0,9.28,0
199773,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,204,125,9,204,-0.0,9.79,0
199774,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,204,124,8,204,-0.0,9.87,0
199775,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,204,123,7,204,-0.0,9.95,0
199776,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,204,122,6,204,-0.0,10.03,0
199777,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,204,121,5,204,-0.0,10.12,0
199779,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,202,119,3,204,12.0,10.18,0
199780,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,201,118,2,204,9.0,10.22,0
199781,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,201,117,1,204,6.0,10.31,0
199782,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,197,116,0,204,10.5,10.19,0
200035,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,166,119,3,172,36.0,8.37,1
200036,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,165,118,2,172,21.0,8.39,1
200037,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,164,117,1,172,16.0,8.41,1
200038,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,164,116,0,172,12.0,8.48,1
200255,Lucknow Super Giants,Chennai Super Kings,Chennai,218,125,9,218,-0.0,10.46,0
200256,Lucknow Super Giants,Chennai Super Kings,Chennai,218,124,8,218,-0.0,10.55,0
200261,Lucknow Super Giants,Chennai Super Kings,Chennai,209,119,3,218,54.0,10.54,0
200262,Lucknow Super Giants,Chennai Super Kings,Chennai,208,118,2,218,30.0,10.58,0
200263,Lucknow Super Giants,Chennai Super Kings,Chennai,204,117,1,218,28.0,10.46,0
200264,Lucknow Super Giants,Chennai Super Kings,Chennai,200,116,0,218,27.0,10.34,0
200516,Gujarat Titans,Delhi Capitals,Delhi,163,125,9,163,-0.0,7.82,1
200517,Gujarat Titans,Delhi Capitals,Delhi,163,124,8,163,-0.0,7.89,1
200522,Gujarat Titans,Delhi Capitals,Delhi,145,119,3,163,108.0,7.31,1
200523,Gujarat Titans,Delhi Capitals,Delhi,145,118,2,163,54.0,7.37,1
200524,Gujarat Titans,Delhi Capitals,Delhi,145,117,1,163,36.0,7.44,1
200525,Gujarat Titans,Delhi Capitals,Delhi,141,116,0,163,33.0,7.29,1
200764,Rajasthan Royals,Punjab Kings,Guwahati,187,119,3,198,66.0,9.43,0
200765,Rajasthan Royals,Punjab Kings,Guwahati,186,118,2,198,36.0,9.46,0
200766,Rajasthan Royals,Punjab Kings,Guwahati,186,117,1,198,24.0,9.54,0
200767,Rajasthan Royals,Punjab Kings,Guwahati,185,116,0,198,19.5,9.57,0
201018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,195,119,3,205,60.0,9.83,0
201019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,194,118,2,205,33.0,9.86,0
201020,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,194,117,1,205,22.0,9.95,0
201021,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,194,116,0,205,16.5,10.03,0
201241,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow,122,125,9,122,-0.0,5.86,1
201247,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow,109,119,3,122,78.0,5.5,1
201248,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow,105,119,2,122,102.0,5.29,1
201249,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow,104,118,1,122,54.0,5.29,1
201250,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow,103,117,0,122,38.0,5.28,1
201466,Delhi Capitals,Rajasthan Royals,Guwahati,200,125,9,200,-0.0,9.6,0
201467,Delhi Capitals,Rajasthan Royals,Guwahati,200,124,8,200,-0.0,9.68,0
201468,Delhi Capitals,Rajasthan Royals,Guwahati,200,123,7,200,-0.0,9.76,0
201469,Delhi Capitals,Rajasthan Royals,Guwahati,200,122,6,200,-0.0,9.84,0
201470,Delhi Capitals,Rajasthan Royals,Guwahati,200,121,5,200,-0.0,9.92,0
201472,Delhi Capitals,Rajasthan Royals,Guwahati,199,119,3,200,6.0,10.03,0
201473,Delhi Capitals,Rajasthan Royals,Guwahati,199,118,2,200,3.0,10.12,0
201474,Delhi Capitals,Rajasthan Royals,Guwahati,199,117,1,200,2.0,10.21,0
201475,Delhi Capitals,Rajasthan Royals,Guwahati,199,116,0,200,1.5,10.29,0
201719,Chennai Super Kings,Mumbai Indians,Mumbai,158,125,9,158,-0.0,7.58,1
201720,Chennai Super Kings,Mumbai Indians,Mumbai,158,124,8,158,-0.0,7.65,1
201721,Chennai Super Kings,Mumbai Indians,Mumbai,158,123,7,158,-0.0,7.71,1
201722,Chennai Super Kings,Mumbai Indians,Mumbai,158,122,6,158,-0.0,7.77,1
201725,Chennai Super Kings,Mumbai Indians,Mumbai,151,119,3,158,42.0,7.61,1
201726,Chennai Super Kings,Mumbai Indians,Mumbai,150,118,2,158,24.0,7.63,1
201727,Chennai Super Kings,Mumbai Indians,Mumbai,149,117,1,158,18.0,7.64,1
201728,Chennai Super Kings,Mumbai Indians,Mumbai,148,116,0,158,15.0,7.66,1
201960,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,205,125,9,205,-0.0,9.84,1
201961,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,205,124,8,205,-0.0,9.92,1
201962,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,205,123,7,205,-0.0,10.0,1
201963,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,205,122,6,205,-0.0,10.08,1
201966,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,203,119,3,205,12.0,10.24,1
201967,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,199,118,2,205,18.0,10.12,1
201968,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,198,117,1,205,14.0,10.15,1
201969,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,192,116,0,205,19.5,9.93,1
202214,Sunrisers Hyderabad,Punjab Kings,Hyderabad,140,119,3,144,24.0,7.06,1
202215,Sunrisers Hyderabad,Punjab Kings,Hyderabad,136,118,2,144,24.0,6.92,1
202216,Sunrisers Hyderabad,Punjab Kings,Hyderabad,136,117,1,144,16.0,6.97,1
202217,Sunrisers Hyderabad,Punjab Kings,Hyderabad,136,116,0,144,12.0,7.03,1
202435,Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,213,125,9,213,-0.0,10.22,1
202441,Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,208,119,3,213,30.0,10.49,1
202442,Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,208,119,2,213,30.0,10.49,1
202443,Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,207,118,1,213,18.0,10.53,1
202444,Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,206,117,0,213,14.0,10.56,1
202688,Mumbai Indians,Delhi Capitals,Delhi,173,125,9,173,-0.0,8.3,1
202689,Mumbai Indians,Delhi Capitals,Delhi,173,124,8,173,-0.0,8.37,1
202694,Mumbai Indians,Delhi Capitals,Delhi,159,119,3,173,84.0,8.02,1
202695,Mumbai Indians,Delhi Capitals,Delhi,155,118,2,173,54.0,7.88,1
202696,Mumbai Indians,Delhi Capitals,Delhi,151,117,1,173,44.0,7.74,1
202697,Mumbai Indians,Delhi Capitals,Delhi,147,116,0,173,39.0,7.6,1
202936,Chennai Super Kings,Rajasthan Royals,Chennai,176,125,9,176,-0.0,8.45,0
202937,Chennai Super Kings,Rajasthan Royals,Chennai,176,124,8,176,-0.0,8.52,0
202938,Chennai Super Kings,Rajasthan Royals,Chennai,176,123,7,176,-0.0,8.59,0
202942,Chennai Super Kings,Rajasthan Royals,Chennai,168,119,3,176,48.0,8.47,0
202943,Chennai Super Kings,Rajasthan Royals,Chennai,167,118,2,176,27.0,8.49,0
202944,Chennai Super Kings,Rajasthan Royals,Chennai,166,117,1,176,20.0,8.51,0
202945,Chennai Super Kings,Rajasthan Royals,Chennai,166,116,0,176,15.0,8.59,0
203198,Gujarat Titans,Punjab Kings,Chandigarh,147,119,3,154,42.0,7.41,1
203199,Gujarat Titans,Punjab Kings,Chandigarh,143,118,2,154,33.0,7.27,1
203200,Gujarat Titans,Punjab Kings,Chandigarh,143,117,1,154,22.0,7.33,1
203201,Gujarat Titans,Punjab Kings,Chandigarh,142,116,0,154,18.0,7.34,1
203439,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,229,125,9,229,-0.0,10.99,0
203440,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,229,124,8,229,-0.0,11.08,0
203441,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,229,123,7,229,-0.0,11.17,0
203442,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,229,122,6,229,-0.0,11.26,0
203445,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,228,119,3,229,6.0,11.5,0
