,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
46994,Sunrisers Hyderabad,Chennai Super Kings,Chennai,160,119,3,166,36.0,8.07,0
46995,Sunrisers Hyderabad,Chennai Super Kings,Chennai,154,119,2,166,72.0,7.76,0
46996,Sunrisers Hyderabad,Chennai Super Kings,Chennai,154,118,1,166,36.0,7.83,0
46997,Sunrisers Hyderabad,Chennai Super Kings,Chennai,150,117,0,166,32.0,7.69,0
47232,Punjab Kings,Mumbai Indians,Mumbai,160,125,9,160,-0.0,7.68,0
47233,Punjab Kings,Mumbai Indians,Mumbai,160,124,8,160,-0.0,7.74,0
47238,Punjab Kings,Mumbai Indians,Mumbai,159,119,3,160,6.0,8.02,0
47239,Punjab Kings,Mumbai Indians,Mumbai,159,118,2,160,3.0,8.08,0
47240,Punjab Kings,Mumbai Indians,Mumbai,158,117,1,160,4.0,8.1,0
47241,Punjab Kings,Mumbai Indians,Mumbai,157,116,0,160,4.5,8.12,0
47479,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,170,125,9,170,-0.0,8.16,0
47480,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,170,124,8,170,-0.0,8.23,0
47481,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,170,123,7,170,-0.0,8.29,0
47482,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,170,122,6,170,-0.0,8.36,0
47485,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,165,119,3,170,30.0,8.32,0
47486,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,165,118,2,170,15.0,8.39,0
47487,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,165,117,1,170,10.0,8.46,0
47488,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,165,116,0,170,7.5,8.53,0
47724,Chennai Super Kings,Rajasthan Royals,Chennai,148,125,9,148,-0.0,7.1,1
47730,Chennai Super Kings,Rajasthan Royals,Chennai,142,119,3,148,36.0,7.16,1
47731,Chennai Super Kings,Rajasthan Royals,Chennai,141,118,2,148,21.0,7.17,1
47732,Chennai Super Kings,Rajasthan Royals,Chennai,141,117,1,148,14.0,7.23,1
47733,Chennai Super Kings,Rajasthan Royals,Chennai,140,116,0,148,12.0,7.24,1
47965,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,176,125,9,176,-0.0,8.45,0
47966,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,176,124,8,176,-0.0,8.52,0
47967,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,176,123,7,176,-0.0,8.59,0
47968,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,176,122,6,176,-0.0,8.66,0
47971,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,170,119,3,176,36.0,8.57,0
47972,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,170,118,2,176,18.0,8.64,0
47973,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,170,117,1,176,12.0,8.72,0
47974,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,169,116,0,176,10.5,8.74,0
48208,Punjab Kings,Royal Challengers Bangalore,Bangalore,206,125,9,206,-0.0,9.89,0
48209,Punjab Kings,Royal Challengers Bangalore,Bangalore,206,124,8,206,-0.0,9.97,0
48214,Punjab Kings,Royal Challengers Bangalore,Bangalore,202,119,3,206,24.0,10.18,0
48215,Punjab Kings,Royal Challengers Bangalore,Bangalore,202,119,2,206,24.0,10.18,0
48216,Punjab Kings,Royal Challengers Bangalore,Bangalore,202,118,1,206,12.0,10.27,0
48217,Punjab Kings,Royal Challengers Bangalore,Bangalore,201,117,0,206,10.0,10.31,0
48456,Kolkata Knight Riders,Chennai Super Kings,Kolkata,115,125,9,115,-0.0,5.52,1
48462,Kolkata Knight Riders,Chennai Super Kings,Kolkata,107,119,3,115,48.0,5.39,1
48463,Kolkata Knight Riders,Chennai Super Kings,Kolkata,106,119,2,115,54.0,5.34,1
48464,Kolkata Knight Riders,Chennai Super Kings,Kolkata,106,118,1,115,27.0,5.39,1
48465,Kolkata Knight Riders,Chennai Super Kings,Kolkata,106,117,0,115,18.0,5.44,1
48643,Delhi Capitals,Mumbai Indians,Mumbai,179,125,9,179,-0.0,8.59,0
48649,Delhi Capitals,Mumbai Indians,Mumbai,175,119,3,179,24.0,8.82,0
48650,Delhi Capitals,Mumbai Indians,Mumbai,175,118,2,179,12.0,8.9,0
48651,Delhi Capitals,Mumbai Indians,Mumbai,175,117,1,179,8.0,8.97,0
48652,Delhi Capitals,Mumbai Indians,Mumbai,175,116,0,179,6.0,9.05,0
48900,Rajasthan Royals,Chennai Super Kings,Jaipur,184,119,3,197,78.0,9.28,0
48901,Rajasthan Royals,Chennai Super Kings,Jaipur,183,118,2,197,42.0,9.31,0
48902,Rajasthan Royals,Chennai Super Kings,Jaipur,183,117,1,197,28.0,9.38,0
48903,Rajasthan Royals,Chennai Super Kings,Jaipur,181,116,0,197,24.0,9.36,0
49138,Mumbai Indians,Punjab Kings,Chandigarh,164,125,9,164,-0.0,7.87,0
49144,Mumbai Indians,Punjab Kings,Chandigarh,151,119,3,164,78.0,7.61,0
49145,Mumbai Indians,Punjab Kings,Chandigarh,150,118,2,164,42.0,7.63,0
49146,Mumbai Indians,Punjab Kings,Chandigarh,150,117,1,164,28.0,7.69,0
49147,Mumbai Indians,Punjab Kings,Chandigarh,150,116,0,164,21.0,7.76,0
49350,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,137,119,3,147,60.0,6.91,1
49351,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,137,119,2,147,60.0,6.91,1
49352,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,136,118,1,147,33.0,6.92,1
49353,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,136,117,0,147,22.0,6.97,1
49570,Delhi Capitals,Chennai Super Kings,Chennai,177,125,9,177,-0.0,8.5,0
49571,Delhi Capitals,Chennai Super Kings,Chennai,177,124,8,177,-0.0,8.56,0
49572,Delhi Capitals,Chennai Super Kings,Chennai,177,123,7,177,-0.0,8.63,0
49576,Delhi Capitals,Chennai Super Kings,Chennai,172,119,3,177,30.0,8.67,0
49577,Delhi Capitals,Chennai Super Kings,Chennai,172,118,2,177,15.0,8.75,0
49578,Delhi Capitals,Chennai Super Kings,Chennai,168,117,1,177,18.0,8.62,0
49579,Delhi Capitals,Chennai Super Kings,Chennai,164,116,0,177,19.5,8.48,0
49780,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,70,119,3,90,120.0,3.53,1
49781,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,69,118,2,90,63.0,3.51,1
49782,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,63,117,1,90,54.0,3.23,1
49783,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,57,116,0,90,49.5,2.95,1
49974,Mumbai Indians,Sunrisers Hyderabad,Mumbai,136,125,9,136,-0.0,6.53,0
49975,Mumbai Indians,Sunrisers Hyderabad,Mumbai,136,124,8,136,-0.0,6.58,0
49980,Mumbai Indians,Sunrisers Hyderabad,Mumbai,131,119,3,136,30.0,6.61,0
49981,Mumbai Indians,Sunrisers Hyderabad,Mumbai,129,118,2,136,21.0,6.56,0
49982,Mumbai Indians,Sunrisers Hyderabad,Mumbai,128,117,1,136,16.0,6.56,0
49983,Mumbai Indians,Sunrisers Hyderabad,Mumbai,128,116,0,136,12.0,6.62,0
50235,Delhi Capitals,Punjab Kings,Dharamsala,161,119,3,171,60.0,8.12,0
50236,Delhi Capitals,Punjab Kings,Dharamsala,161,119,2,171,60.0,8.12,0
50237,Delhi Capitals,Punjab Kings,Dharamsala,161,118,1,171,30.0,8.19,0
50238,Delhi Capitals,Punjab Kings,Dharamsala,161,117,0,171,20.0,8.26,0
50479,Royal Challengers Bangalore,Punjab Kings,Dharamsala,233,125,9,233,-0.0,11.18,0
50480,Royal Challengers Bangalore,Punjab Kings,Dharamsala,233,124,8,233,-0.0,11.27,0
50481,Royal Challengers Bangalore,Punjab Kings,Dharamsala,233,123,7,233,-0.0,11.37,0
50482,Royal Challengers Bangalore,Punjab Kings,Dharamsala,233,122,6,233,-0.0,11.46,0
50483,Royal Challengers Bangalore,Punjab Kings,Dharamsala,233,121,5,233,-0.0,11.55,0
50485,Royal Challengers Bangalore,Punjab Kings,Dharamsala,232,119,3,233,6.0,11.7,0
50486,Royal Challengers Bangalore,Punjab Kings,Dharamsala,231,118,2,233,6.0,11.75,0
50487,Royal Challengers Bangalore,Punjab Kings,Dharamsala,230,117,1,233,6.0,11.79,0
50488,Royal Challengers Bangalore,Punjab Kings,Dharamsala,230,116,0,233,4.5,11.9,0
50713,Rajasthan Royals,Mumbai Indians,Mumbai,126,119,3,134,48.0,6.35,1
50714,Rajasthan Royals,Mumbai Indians,Mumbai,126,119,2,134,48.0,6.35,1
50715,Rajasthan Royals,Mumbai Indians,Mumbai,126,118,1,134,24.0,6.41,1
50716,Rajasthan Royals,Mumbai Indians,Mumbai,120,117,0,134,28.0,6.15,1
50911,Punjab Kings,Punjab Kings,Dharamsala,199,125,9,199,-0.0,9.55,0
50917,Punjab Kings,Punjab Kings,Dharamsala,194,119,3,199,30.0,9.78,0
50918,Punjab Kings,Punjab Kings,Dharamsala,194,118,2,199,15.0,9.86,0
50919,Punjab Kings,Punjab Kings,Dharamsala,190,117,1,199,18.0,9.74,0
50920,Punjab Kings,Punjab Kings,Dharamsala,190,116,0,199,13.5,9.83,0
51153,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,129,125,9,129,-0.0,6.19,1
51154,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,129,124,8,129,-0.0,6.24,1
51155,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,129,123,7,129,-0.0,6.29,1
51159,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,122,119,3,129,42.0,6.15,1
51160,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,122,118,2,129,21.0,6.2,1
51161,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,122,117,1,129,14.0,6.26,1
51162,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,122,116,0,129,10.5,6.31,1
51397,Mumbai Indians,Kolkata Knight Riders,Kolkata,163,119,3,176,78.0,8.22,1
51398,Mumbai Indians,Kolkata Knight Riders,Kolkata,163,118,2,176,39.0,8.29,1
51399,Mumbai Indians,Kolkata Knight Riders,Kolkata,163,117,1,176,26.0,8.36,1
51400,Mumbai Indians,Kolkata Knight Riders,Kolkata,163,116,0,176,19.5,8.43,1
51648,Chennai Super Kings,Royal Challengers Bangalore,Mumbai,173,119,3,176,18.0,8.72,1
51649,Chennai Super Kings,Royal Challengers Bangalore,Mumbai,169,119,2,176,42.0,8.52,1
51650,Chennai Super Kings,Royal Challengers Bangalore,Mumbai,169,118,1,176,21.0,8.59,1
51651,Chennai Super Kings,Royal Challengers Bangalore,Mumbai,169,117,0,176,14.0,8.67,1
51890,Mumbai Indians,Kolkata Knight Riders,Mumbai,148,125,9,148,-0.0,7.1,1
51896,Mumbai Indians,Kolkata Knight Riders,Mumbai,134,119,3,148,84.0,6.76,1
51897,Mumbai Indians,Kolkata Knight Riders,Mumbai,132,118,2,148,48.0,6.71,1
51898,Mumbai Indians,Kolkata Knight Riders,Mumbai,128,117,1,148,40.0,6.56,1
51899,Mumbai Indians,Kolkata Knight Riders,Mumbai,127,116,0,148,31.5,6.57,1
52142,Mumbai Indians,Royal Challengers Bangalore,Chennai,172,119,3,186,84.0,8.67,0
52143,Mumbai Indians,Royal Challengers Bangalore,Chennai,168,118,2,186,54.0,8.54,0
52144,Mumbai Indians,Royal Challengers Bangalore,Chennai,168,117,1,186,36.0,8.62,0
52145,Mumbai Indians,Royal Challengers Bangalore,Chennai,168,116,0,186,27.0,8.69,0
52386,Royal Challengers Bangalore,Chennai Super Kings,Chennai,199,119,3,206,42.0,10.03,0
52387,Royal Challengers Bangalore,Chennai Super Kings,Chennai,195,118,2,206,33.0,9.92,0
52388,Royal Challengers Bangalore,Chennai Super Kings,Chennai,194,117,1,206,24.0,9.95,0
52389,Royal Challengers Bangalore,Chennai Super Kings,Chennai,194,116,0,206,18.0,10.03,0
52628,Mumbai Indians,Chennai Super Kings,Chennai,113,125,9,113,-0.0,5.42,1
52629,Mumbai Indians,Chennai Super Kings,Chennai,113,124,8,113,-0.0,5.47,1
52630,Mumbai Indians,Chennai Super Kings,Chennai,113,123,7,113,-0.0,5.51,1
52631,Mumbai Indians,Chennai Super Kings,Chennai,113,122,6,113,-0.0,5.56,1
52634,Mumbai Indians,Chennai Super Kings,Chennai,108,119,3,113,30.0,5.45,1
52635,Mumbai Indians,Chennai Super Kings,Chennai,108,118,2,113,15.0,5.49,1
52636,Mumbai Indians,Chennai Super Kings,Chennai,108,117,1,113,10.0,5.54,1
52637,Mumbai Indians,Chennai Super Kings,Chennai,104,116,0,113,13.5,5.38,1
52812,Delhi Capitals,Kolkata Knight Riders,Kolkata,93,119,3,98,30.0,4.69,0
52813,Delhi Capitals,Kolkata Knight Riders,Kolkata,92,118,2,98,18.0,4.68,0
52814,Delhi Capitals,Kolkata Knight Riders,Kolkata,91,117,1,98,14.0,4.67,0
52815,Delhi Capitals,Kolkata Knight Riders,Kolkata,90,116,0,98,12.0,4.66,0
53001,Punjab Kings,Rajasthan Royals,Jaipur,192,125,9,192,-0.0,9.22,0
53007,Punjab Kings,Rajasthan Royals,Jaipur,180,119,3,192,72.0,9.08,0
53008,Punjab Kings,Rajasthan Royals,Jaipur,180,119,2,192,72.0,9.08,0
53009,Punjab Kings,Rajasthan Royals,Jaipur,180,118,1,192,36.0,9.15,0
53010,Punjab Kings,Rajasthan Royals,Jaipur,179,117,0,192,26.0,9.18,0
53251,Delhi Capitals,Royal Challengers Bangalore,Bangalore,144,119,3,158,84.0,7.26,0
53252,Delhi Capitals,Royal Challengers Bangalore,Bangalore,144,118,2,158,42.0,7.32,0
53253,Delhi Capitals,Royal Challengers Bangalore,Bangalore,144,117,1,158,28.0,7.38,0
53254,Delhi Capitals,Royal Challengers Bangalore,Bangalore,140,116,0,158,27.0,7.24,0
53500,Sunrisers Hyderabad,Sunrisers Hyderabad,Visakhapatnam,189,119,3,194,30.0,9.53,0
53501,Sunrisers Hyderabad,Sunrisers Hyderabad,Visakhapatnam,188,118,2,194,18.0,9.56,0
53502,Sunrisers Hyderabad,Sunrisers Hyderabad,Visakhapatnam,187,117,1,194,14.0,9.59,0
53503,Sunrisers Hyderabad,Sunrisers Hyderabad,Visakhapatnam,187,116,0,194,10.5,9.67,0
53723,Kolkata Knight Riders,Rajasthan Royals,Jaipur,165,125,9,165,-0.0,7.92,0
53729,Kolkata Knight Riders,Rajasthan Royals,Jaipur,161,119,3,165,24.0,8.12,0
53730,Kolkata Knight Riders,Rajasthan Royals,Jaipur,160,119,2,165,30.0,8.07,0
53731,Kolkata Knight Riders,Rajasthan Royals,Jaipur,159,118,1,165,18.0,8.08,0
53732,Kolkata Knight Riders,Rajasthan Royals,Jaipur,159,117,0,165,12.0,8.15,0
53971,Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,139,125,9,139,-0.0,6.67,1
53972,Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,139,124,8,139,-0.0,6.73,1
53973,Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,139,123,7,139,-0.0,6.78,1
53977,Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,136,119,3,139,18.0,6.86,1
53978,Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,132,118,2,139,21.0,6.71,1
53979,Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,132,117,1,139,14.0,6.77,1
53980,Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,132,116,0,139,10.5,6.83,1
54213,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,166,125,9,166,-0.0,7.97,0
54214,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,166,124,8,166,-0.0,8.03,0
54219,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,159,119,3,166,42.0,8.02,0
54220,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,159,118,2,166,21.0,8.08,0
54221,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,159,117,1,166,14.0,8.15,0
54222,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,159,116,0,166,10.5,8.22,0
54470,Delhi Capitals,Delhi Capitals,Delhi,95,119,3,111,96.0,4.79,0
54471,Delhi Capitals,Delhi Capitals,Delhi,95,118,2,111,48.0,4.83,0
54472,Delhi Capitals,Delhi Capitals,Delhi,94,117,1,111,34.0,4.82,0
54473,Delhi Capitals,Delhi Capitals,Delhi,94,116,0,111,25.5,4.86,0
54670,Rajasthan Royals,Mumbai Indians,Mumbai,191,119,3,198,42.0,9.63,0
54671,Rajasthan Royals,Mumbai Indians,Mumbai,191,118,2,198,21.0,9.71,0
54672,Rajasthan Royals,Mumbai Indians,Mumbai,191,117,1,198,14.0,9.79,0
54673,Rajasthan Royals,Mumbai Indians,Mumbai,191,116,0,198,10.5,9.88,0
54915,Chennai Super Kings,Royal Challengers Bangalore,Chennai,206,125,9,206,-0.0,9.89,1
54916,Chennai Super Kings,Royal Challengers Bangalore,Chennai,206,124,8,206,-0.0,9.97,1
54921,Chennai Super Kings,Royal Challengers Bangalore,Chennai,204,119,3,206,12.0,10.29,1
54922,Chennai Super Kings,Royal Challengers Bangalore,Chennai,204,118,2,206,6.0,10.37,1
54923,Chennai Super Kings,Royal Challengers Bangalore,Chennai,204,117,1,206,4.0,10.46,1
54924,Chennai Super Kings,Royal Challengers Bangalore,Chennai,200,116,0,206,9.0,10.34,1
55164,Kolkata Knight Riders,Rajasthan Royals,Kolkata,132,125,9,132,-0.0,6.34,1
55170,Kolkata Knight Riders,Rajasthan Royals,Kolkata,122,119,3,132,60.0,6.15,1
55171,Kolkata Knight Riders,Rajasthan Royals,Kolkata,122,119,2,132,60.0,6.15,1
55172,Kolkata Knight Riders,Rajasthan Royals,Kolkata,121,118,1,132,33.0,6.15,1
55173,Kolkata Knight Riders,Rajasthan Royals,Kolkata,120,117,0,132,24.0,6.15,1
55412,Kolkata Knight Riders,Punjab Kings,Kolkata,129,119,3,135,36.0,6.5,0
55413,Kolkata Knight Riders,Punjab Kings,Kolkata,125,118,2,135,30.0,6.36,0
55414,Kolkata Knight Riders,Punjab Kings,Kolkata,123,117,1,135,24.0,6.31,0
55415,Kolkata Knight Riders,Punjab Kings,Kolkata,122,116,0,135,19.5,6.31,0
55655,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,189,119,3,196,42.0,9.53,0
55656,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,185,118,2,196,33.0,9.41,0
55657,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,185,117,1,196,22.0,9.49,0
55658,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,185,116,0,196,16.5,9.57,0
55889,Delhi Capitals,Mumbai Indians,Mumbai,93,125,9,93,-0.0,4.46,0
55890,Delhi Capitals,Mumbai Indians,Mumbai,93,124,8,93,-0.0,4.5,0
55895,Delhi Capitals,Mumbai Indians,Mumbai,84,119,3,93,54.0,4.24,0
55896,Delhi Capitals,Mumbai Indians,Mumbai,84,118,2,93,27.0,4.27,0
55897,Delhi Capitals,Mumbai Indians,Mumbai,84,117,1,93,18.0,4.31,0
55898,Delhi Capitals,Mumbai Indians,Mumbai,83,116,0,93,15.0,4.29,0
56109,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,197,125,9,197,-0.0,9.46,1
56115,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,188,119,3,197,54.0,9.48,1
56116,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,188,118,2,197,27.0,9.56,1
56117,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,188,117,1,197,18.0,9.64,1
56118,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,184,116,0,197,19.5,9.52,1
56361,Kolkata Knight Riders,Punjab Kings,Chandigarh,115,119,3,125,60.0,5.8,1
56362,Kolkata Knight Riders,Punjab Kings,Chandigarh,114,118,2,125,33.0,5.8,1
56363,Kolkata Knight Riders,Punjab Kings,Chandigarh,110,117,1,125,30.0,5.64,1
56364,Kolkata Knight Riders,Punjab Kings,Chandigarh,110,116,0,125,22.5,5.69,1
56581,Delhi Capitals,Delhi Capitals,Delhi,158,125,9,158,-0.0,7.58,0
56587,Delhi Capitals,Delhi Capitals,Delhi,156,119,3,158,12.0,7.87,0
56588,Delhi Capitals,Delhi Capitals,Delhi,156,118,2,158,6.0,7.93,0
56589,Delhi Capitals,Delhi Capitals,Delhi,152,117,1,158,12.0,7.79,0
56590,Delhi Capitals,Delhi Capitals,Delhi,152,116,0,158,9.0,7.86,0
56823,Royal Challengers Bangalore,Punjab Kings,Chandigarh,164,125,9,164,-0.0,7.87,1
56829,Royal Challengers Bangalore,Punjab Kings,Chandigarh,161,119,3,164,18.0,8.12,1
56830,Royal Challengers Bangalore,Punjab Kings,Chandigarh,160,119,2,164,24.0,8.07,1
56831,Royal Challengers Bangalore,Punjab Kings,Chandigarh,160,118,1,164,12.0,8.14,1
56832,Royal Challengers Bangalore,Punjab Kings,Chandigarh,156,117,0,164,16.0,8.0,1
57071,Chennai Super Kings,Rajasthan Royals,Chennai,147,125,9,147,-0.0,7.06,1
57072,Chennai Super Kings,Rajasthan Royals,Chennai,147,124,8,147,-0.0,7.11,1
57073,Chennai Super Kings,Rajasthan Royals,Chennai,147,123,7,147,-0.0,7.17,1
57074,Chennai Super Kings,Rajasthan Royals,Chennai,147,122,6,147,-0.0,7.23,1
57077,Chennai Super Kings,Rajasthan Royals,Chennai,141,119,3,147,36.0,7.11,1
57078,Chennai Super Kings,Rajasthan Royals,Chennai,137,118,2,147,30.0,6.97,1
57079,Chennai Super Kings,Rajasthan Royals,Chennai,137,117,1,147,20.0,7.03,1
57080,Chennai Super Kings,Rajasthan Royals,Chennai,133,116,0,147,21.0,6.88,1
57323,Punjab Kings,Mumbai Indians,Mumbai,154,119,3,164,60.0,7.76,0
57324,Punjab Kings,Mumbai Indians,Mumbai,153,118,2,164,33.0,7.78,0
57325,Punjab Kings,Mumbai Indians,Mumbai,153,117,1,164,22.0,7.85,0
57326,Punjab Kings,Mumbai Indians,Mumbai,152,116,0,164,18.0,7.86,0
57565,Kolkata Knight Riders,Sunrisers Hyderabad,Cuttack,120,119,3,127,42.0,6.05,1
57566,Kolkata Knight Riders,Sunrisers Hyderabad,Cuttack,120,118,2,127,21.0,6.1,1
57567,Kolkata Knight Riders,Sunrisers Hyderabad,Cuttack,120,117,1,127,14.0,6.15,1
57568,Kolkata Knight Riders,Sunrisers Hyderabad,Cuttack,119,116,0,127,12.0,6.16,1
57805,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,190,125,9,190,-0.0,9.12,0
57811,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,183,119,3,190,42.0,9.23,0
57812,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,182,118,2,190,24.0,9.25,0
57813,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,181,119,1,190,54.0,9.13,0
57814,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,177,118,0,190,39.0,9.0,0
58061,Mumbai Indians,Punjab Kings,Chandigarh,164,119,3,169,30.0,8.27,1
58062,Mumbai Indians,Punjab Kings,Chandigarh,163,118,2,169,18.0,8.29,1
58063,Mumbai Indians,Punjab Kings,Chandigarh,159,117,1,169,20.0,8.15,1
58064,Mumbai Indians,Punjab Kings,Chandigarh,158,116,0,169,16.5,8.17,1
58303,Mumbai Indians,Delhi Capitals,Delhi,208,125,9,208,-0.0,9.98,0
58304,Mumbai Indians,Delhi Capitals,Delhi,208,124,8,208,-0.0,10.06,0
58305,Mumbai Indians,Delhi Capitals,Delhi,208,123,7,208,-0.0,10.15,0
58309,Mumbai Indians,Delhi Capitals,Delhi,198,119,3,208,60.0,9.98,0
58310,Mumbai Indians,Delhi Capitals,Delhi,198,118,2,208,30.0,10.07,0
58311,Mumbai Indians,Delhi Capitals,Delhi,197,117,1,208,22.0,10.1,0
58312,Mumbai Indians,Delhi Capitals,Delhi,196,116,0,208,18.0,10.14,0
58552,Chennai Super Kings,Punjab Kings,Chennai,157,125,9,157,-0.0,7.54,0
58553,Chennai Super Kings,Punjab Kings,Chennai,157,124,8,157,-0.0,7.6,0
58554,Chennai Super Kings,Punjab Kings,Chennai,157,123,7,157,-0.0,7.66,0
58558,Chennai Super Kings,Punjab Kings,Chennai,155,119,3,157,12.0,7.82,0
58559,Chennai Super Kings,Punjab Kings,Chennai,153,118,2,157,12.0,7.78,0
58560,Chennai Super Kings,Punjab Kings,Chennai,153,117,1,157,8.0,7.85,0
58561,Chennai Super Kings,Punjab Kings,Chennai,153,116,0,157,6.0,7.91,0
58799,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,191,125,9,191,-0.0,9.17,0
58805,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,189,119,3,191,12.0,9.53,0
58806,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,188,118,2,191,9.0,9.56,0
58807,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,188,117,1,191,6.0,9.64,0
58808,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,187,116,0,191,6.0,9.67,0
59051,Rajasthan Royals,Delhi Capitals,Delhi,147,119,3,153,36.0,7.41,0
59052,Rajasthan Royals,Delhi Capitals,Delhi,147,118,2,153,18.0,7.47,0
59053,Rajasthan Royals,Delhi Capitals,Delhi,145,117,1,153,16.0,7.44,0
59054,Rajasthan Royals,Delhi Capitals,Delhi,144,116,0,153,13.5,7.45,0
59284,Mumbai Indians,Sunrisers Hyderabad,Mumbai,101,125,9,101,-0.0,4.85,1
59290,Mumbai Indians,Sunrisers Hyderabad,Mumbai,100,119,3,101,6.0,5.04,1
59291,Mumbai Indians,Sunrisers Hyderabad,Mumbai,100,119,2,101,6.0,5.04,1
59292,Mumbai Indians,Sunrisers Hyderabad,Mumbai,99,118,1,101,6.0,5.03,1
59293,Mumbai Indians,Sunrisers Hyderabad,Mumbai,99,117,0,101,4.0,5.08,1
59530,Kolkata Knight Riders,Chennai Super Kings,Chennai,133,119,3,140,42.0,6.71,1
59531,Kolkata Knight Riders,Chennai Super Kings,Chennai,133,118,2,140,21.0,6.76,1
59532,Kolkata Knight Riders,Chennai Super Kings,Chennai,132,117,1,140,16.0,6.77,1
59533,Kolkata Knight Riders,Chennai Super Kings,Chennai,131,116,0,140,13.5,6.78,1
59774,Delhi Capitals,Rajasthan Royals,Jaipur,142,125,9,142,-0.0,6.82,0
59775,Delhi Capitals,Rajasthan Royals,Jaipur,142,124,8,142,-0.0,6.87,0
59776,Delhi Capitals,Rajasthan Royals,Jaipur,142,123,7,142,-0.0,6.93,0
59777,Delhi Capitals,Rajasthan Royals,Jaipur,142,122,6,142,-0.0,6.98,0
59780,Delhi Capitals,Rajasthan Royals,Jaipur,137,119,3,142,30.0,6.91,0
59781,Delhi Capitals,Rajasthan Royals,Jaipur,137,118,2,142,15.0,6.97,0
59782,Delhi Capitals,Rajasthan Royals,Jaipur,137,117,1,142,10.0,7.03,0
59783,Delhi Capitals,Rajasthan Royals,Jaipur,136,116,0,142,9.0,7.03,0
59997,Punjab Kings,Royal Challengers Bangalore,Bangalore,148,119,3,159,66.0,7.46,0
59998,Punjab Kings,Royal Challengers Bangalore,Bangalore,147,119,2,159,72.0,7.41,0
59999,Punjab Kings,Royal Challengers Bangalore,Bangalore,146,118,1,159,39.0,7.42,0
